Sample_Number,Timestamp,Value,Subgroup_Position,BatchID,Pattern
393,2024-01-17 16:00:00,103.6236,3,BATCH_008,Major_Shift
394,2024-01-17 17:00:00,109.2966,4,BATCH_008,Major_Shift
395,2024-01-17 18:00:00,108.123,5,BATCH_008,Major_Shift
396,2024-01-17 19:00:00,105.1555,1,BATCH_008,Major_Shift
397,2024-01-17 20:00:00,102.9164,2,BATCH_008,Major_Shift
398,2024-01-17 21:00:00,108.437,3,BATCH_008,Major_Shift
399,2024-01-17 22:00:00,105.7938,4,BATCH_008,Major_Shift
400,2024-01-17 23:00:00,108.2281,5,BATCH_008,Major_Shift
401,2024-01-18 00:00:00,103.13,1,BATCH_009,Major_Shift
402,2024-01-18 01:00:00,104.9211,2,BATCH_009,Major_Shift
403,2024-01-18 02:00:00,106.0094,3,BATCH_009,Major_Shift
404,2024-01-18 03:00:00,106.0846,4,BATCH_009,Major_Shift
405,2024-01-18 04:00:00,105.1899,5,BATCH_009,Major_Shift
406,2024-01-18 05:00:00,107.1211,1,BATCH_009,Major_Shift
407,2024-01-18 06:00:00,104.0783,2,BATCH_009,Major_Shift
408,2024-01-18 07:00:00,105.7437,3,BATCH_009,Major_Shift
409,2024-01-18 08:00:00,106.2165,4,BATCH_009,Major_Shift
410,2024-01-18 09:00:00,106.926,5,BATCH_009,Major_Shift
411,2024-01-18 10:00:00,107.2809,1,BATCH_009,Major_Shift
412,2024-01-18 11:00:00,103.9756,2,BATCH_009,Major_Shift
413,2024-01-18 12:00:00,103.2386,3,BATCH_009,Major_Shift
414,2024-01-18 13:00:00,108.2998,4,BATCH_009,Major_Shift
415,2024-01-18 14:00:00,106.5982,5,BATCH_009,Major_Shift
416,2024-01-18 15:00:00,104.6527,1,BATCH_009,Major_Shift
417,2024-01-18 16:00:00,108.7921,2,BATCH_009,Major_Shift
418,2024-01-18 17:00:00,106.2082,3,BATCH_009,Major_Shift
419,2024-01-18 18:00:00,108.1227,4,BATCH_009,Major_Shift
420,2024-01-18 19:00:00,106.1215,5,BATCH_009,Major_Shift
421,2024-01-18 20:00:00,109.7093,1,BATCH_009,Major_Shift
422,2024-01-18 21:00:00,109.1596,2,BATCH_009,Major_Shift
423,2024-01-18 22:00:00,105.5519,3,BATCH_009,Major_Shift
424,2024-01-18 23:00:00,107.7488,4,BATCH_009,Major_Shift
425,2024-01-19 00:00:00,107.1617,5,BATCH_009,Major_Shift
426,2024-01-19 01:00:00,108.4635,1,BATCH_009,Major_Shift
427,2024-01-19 02:00:00,104.2631,2,BATCH_009,Major_Shift
428,2024-01-19 03:00:00,107.2349,3,BATCH_009,Major_Shift
429,2024-01-19 04:00:00,107.9052,4,BATCH_009,Major_Shift
430,2024-01-19 05:00:00,102.8343,5,BATCH_009,Major_Shift
431,2024-01-19 06:00:00,103.8701,1,BATCH_009,Major_Shift
432,2024-01-19 07:00:00,102.3294,2,BATCH_009,Major_Shift
433,2024-01-19 08:00:00,105.5151,3,BATCH_009,Major_Shift
434,2024-01-19 09:00:00,107.2916,4,BATCH_009,Major_Shift
435,2024-01-19 10:00:00,108.7042,5,BATCH_009,Major_Shift
436,2024-01-19 11:00:00,106.1334,1,BATCH_009,Major_Shift
437,2024-01-19 12:00:00,108.9315,2,BATCH_009,Major_Shift
438,2024-01-19 13:00:00,103.5158,3,BATCH_009,Major_Shift
439,2024-01-19 14:00:00,102.9339,4,BATCH_009,Major_Shift
440,2024-01-19 15:00:00,105.9,5,BATCH_009,Major_Shift
441,2024-01-19 16:00:00,106.6913,1,BATCH_009,Major_Shift
442,2024-01-19 17:00:00,105.9411,2,BATCH_009,Major_Shift
443,2024-01-19 18:00:00,102.2786,3,BATCH_009,Major_Shift
444,2024-01-19 19:00:00,105.8396,4,BATCH_009,Major_Shift
445,2024-01-19 20:00:00,103.652,5,BATCH_009,Major_Shift
446,2024-01-19 21:00:00,107.2054,1,BATCH_009,Major_Shift
447,2024-01-19 22:00:00,106.6599,2,BATCH_009,Major_Shift
448,2024-01-19 23:00:00,104.3082,3,BATCH_009,Major_Shift
449,2024-01-20 00:00:00,105.075,4,BATCH_009,Major_Shift
450,2024-01-20 01:00:00,104.0934,5,BATCH_009,Major_Shift
451,2024-01-20 02:00:00,101.7493,1,BATCH_010,High_Variability
452,2024-01-20 03:00:00,105.8206,2,BATCH_010,High_Variability
453,2024-01-20 04:00:00,98.0571,3,BATCH_010,High_Variability
454,2024-01-20 05:00:00,104.0162,4,BATCH_010,High_Variability
455,2024-01-20 06:00:00,99.879,5,BATCH_010,High_Variability
456,2024-01-20 07:00:00,98.8285,1,BATCH_010,High_Variability
457,2024-01-20 08:00:00,101.5719,2,BATCH_010,High_Variability
458,2024-01-20 09:00:00,97.859,3,BATCH_010,High_Variability
459,2024-01-20 10:00:00,99.7854,4,BATCH_010,High_Variability
460,2024-01-20 11:00:00,97.2085,5,BATCH_010,High_Variability
461,2024-01-20 12:00:00,109.8589,1,BATCH_010,High_Variability
462,2024-01-20 13:00:00,102.1411,2,BATCH_010,High_Variability
463,2024-01-20 14:00:00,99.2011,3,BATCH_010,High_Variability
464,2024-01-20 15:00:00,102.8559,4,BATCH_010,High_Variability
465,2024-01-20 16:00:00,101.5507,5,BATCH_010,High_Variability
466,2024-01-20 17:00:00,101.1161,1,BATCH_010,High_Variability
467,2024-01-20 18:00:00,104.4567,2,BATCH_010,High_Variability
468,2024-01-20 19:00:00,105.03,3,BATCH_010,High_Variability
469,2024-01-20 20:00:00,99.878,4,BATCH_010,High_Variability
470,2024-01-20 21:00:00,99.6967,5,BATCH_010,High_Variability
471,2024-01-20 22:00:00,100.8998,1,BATCH_010,High_Variability
472,2024-01-20 23:00:00,92.7923,2,BATCH_010,High_Variability
473,2024-01-21 00:00:00,95.9392,3,BATCH_010,High_Variability
474,2024-01-21 01:00:00,107.4675,4,BATCH_010,High_Variability
475,2024-01-21 02:00:00,108.5799,5,BATCH_010,High_Variability
476,2024-01-21 03:00:00,101.0039,1,BATCH_010,High_Variability
477,2024-01-21 04:00:00,104.3062,2,BATCH_010,High_Variability
478,2024-01-21 05:00:00,103.245,3,BATCH_010,High_Variability
479,2024-01-21 06:00:00,114.3155,4,BATCH_010,High_Variability
480,2024-01-21 07:00:00,106.4783,5,BATCH_010,High_Variability
481,2024-01-21 08:00:00,101.4883,1,BATCH_010,High_Variability
482,2024-01-21 09:00:00,98.1778,2,BATCH_010,High_Variability
483,2024-01-21 10:00:00,95.5742,3,BATCH_010,High_Variability
484,2024-01-21 11:00:00,102.8139,4,BATCH_010,High_Variability
485,2024-01-21 12:00:00,98.9746,5,BATCH_010,High_Variability
486,2024-01-21 13:00:00,96.311,1,BATCH_010,High_Variability
487,2024-01-21 14:00:00,99.4137,2,BATCH_010,High_Variability
488,2024-01-21 15:00:00,97.6738,3,BATCH_010,High_Variability
489,2024-01-21 16:00:00,108.7486,4,BATCH_010,High_Variability
490,2024-01-21 17:00:00,105.5266,5,BATCH_010,High_Variability
491,2024-01-21 18:00:00,101.9681,1,BATCH_010,High_Variability
492,2024-01-21 19:00:00,107.9198,2,BATCH_010,High_Variability
493,2024-01-21 20:00:00,102.3095,3,BATCH_010,High_Variability
494,2024-01-21 21:00:00,98.5549,4,BATCH_010,High_Variability
495,2024-01-21 22:00:00,108.0925,5,BATCH_010,High_Variability
496,2024-01-21 23:00:00,104.1556,1,BATCH_010,High_Variability
497,2024-01-22 00:00:00,97.851,2,BATCH_010,High_Variability
498,2024-01-22 01:00:00,101.2386,3,BATCH_010,High_Variability
499,2024-01-22 02:00:00,98.4975,4,BATCH_010,High_Variability
500,2024-01-22 03:00:00,96.4688,5,BATCH_010,High_Variability
